<android.widget.EditText: android.text.Editable getText()> -> _SOURCE_
<java.io.RandomAccessFile: void write(int)> -> _SINK_
<java.io.RandomAccessFile: void writeBoolean(boolean)> -> _SINK_
<java.io.RandomAccessFile: void writeByte(int)> -> _SINK_
<java.io.RandomAccessFile: void writeBytes(java.lang.String)> -> _SINK_
<java.io.RandomAccessFile: void writeChar(int)> -> _SINK_
<java.io.RandomAccessFile: void writeChars(java.lang.String)> -> _SINK_
<java.io.RandomAccessFile: void writeDouble(double)> -> _SINK_
<java.io.RandomAccessFile: void writeFloat(float)> -> _SINK_
<java.io.RandomAccessFile: void writeInt(int)> -> _SINK_
<java.io.RandomAccessFile: void writeLong(long)> -> _SINK_
<java.io.RandomAccessFile: void writeShort(int)> -> _SINK_
<java.io.RandomAccessFile: void writeUTF(java.lang.String)> -> _SINK_
<java.io.StringWriter: java.io.StringWriter append(java.lang.CharSequence)> -> _SINK_
<java.io.StringWriter: java.io.Writer append(java.lang.CharSequence)> -> _SINK_
<java.io.StringWriter: java.lang.Appendable append(java.lang.CharSequence)> -> _SINK_
<java.io.Writer: java.io.Writer append(char)> -> _SINK_
<java.io.Writer: java.io.Writer append(java.lang.CharSequence)> -> _SINK_
<java.io.Writer: java.io.Writer append(java.lang.CharSequence,int,int)> -> _SINK_
<java.io.Writer: java.lang.Appendable append(char)> -> _SINK_
<java.io.Writer: java.lang.Appendable append(java.lang.CharSequence)> -> _SINK_
<java.io.Writer: java.lang.Appendable append(java.lang.CharSequence,int,int)> -> _SINK_
<java.io.Writer: void write(char[])> -> _SINK_
<java.io.Writer: void write(java.lang.String)> -> _SINK_
<java.lang.Throwable: void printStackTrace(java.io.PrintStream)> -> _SINK_
<java.lang.Throwable: void printStackTrace(java.lang.Appendable,java.lang.String,java.lang.StackTraceElement[])> -> _SINK_
<java.net.DatagramPacket: void setAddress(java.net.InetAddress)> -> _SINK_
<java.net.DatagramPacket: void setLength(int)> -> _SINK_
<java.net.DatagramPacket: void setSocketAddress(java.net.SocketAddress)> -> _SINK_
<java.net.DatagramSocket: void send(java.net.DatagramPacket)> -> _SINK_
<java.net.DatagramSocket: void setBroadcast(boolean)> -> _SINK_
<java.net.DatagramSocket: void setSoTimeout(int)> -> _SINK_
<java.net.HttpURLConnection: void setRequestMethod(java.lang.String)> -> _SINK_
<java.net.MulticastSocket: void send(java.net.DatagramPacket,byte)> -> _SINK_
<java.net.PlainSocketImpl$PlainSocketOutputStream: void write(byte[],int,int)> -> _SINK_
<java.net.PlainSocketImpl$PlainSocketOutputStream: void write(int)> -> _SINK_
<java.net.URL: java.io.InputStream openStream()> -> _SINK_
<java.net.URL: java.lang.Object getContent(java.lang.Class[])> -> _SINK_
<java.net.URL: java.net.URLConnection openConnection()> -> _SINK_
<java.net.URL: java.net.URLConnection openConnection(java.net.Proxy)> -> _SINK_
<java.net.URLConnection: java.lang.String guessContentTypeFromName(java.lang.String)> -> _SINK_
<java.net.URLConnection: void setReadTimeout(int)> -> _SINK_
<java.net.URLConnection: void setRequestProperty(java.lang.String,java.lang.String)> -> _SINK_
<java.nio.DatagramChannelImpl$DatagramSocketAdapter: void send(java.net.DatagramPacket)> -> _SINK_
<java.nio.DatagramChannelImpl: int send(java.nio.ByteBuffer,java.net.SocketAddress)> -> _SINK_
<java.nio.DatagramChannelImpl: int write(java.nio.ByteBuffer)> -> _SINK_
<java.nio.DatagramChannelImpl: long write(java.nio.ByteBuffer[],int,int)> -> _SINK_
<java.nio.FileChannelImpl: int write(java.nio.ByteBuffer)> -> _SINK_
<java.nio.PipeImpl$PipeSinkChannel: int write(java.nio.ByteBuffer)> -> _SINK_
<java.nio.SocketChannelImpl$SocketChannelOutputStream: void write(byte[],int,int)> -> _SINK_
<java.nio.SocketChannelImpl$SocketChannelOutputStream: void write(int)> -> _SINK_
<java.nio.SocketChannelImpl: boolean connect(java.net.SocketAddress)> -> _SINK_
<java.nio.SocketChannelImpl: int write(java.nio.ByteBuffer)> -> _SINK_
<java.nio.SocketChannelImpl: long write(java.nio.ByteBuffer[],int,int)> -> _SINK_
<java.nio.channels.Channels$ChannelOutputStream: void write(byte[],int,int)> -> _SINK_
<java.nio.channels.Channels$ChannelOutputStream: void write(int)> -> _SINK_
<java.nio.channels.Channels$OutputStreamChannel: int write(java.nio.ByteBuffer)> -> _SINK_
<java.nio.channels.DatagramChannel: int send(java.nio.ByteBuffer,java.net.SocketAddress)> -> _SINK_
<java.nio.channels.DatagramChannel: int write(java.nio.ByteBuffer)> -> _SINK_
<java.nio.channels.DatagramChannel: long write(java.nio.ByteBuffer[])> -> _SINK_
<java.nio.channels.DatagramChannel: long write(java.nio.ByteBuffer[],int,int)> -> _SINK_
<java.nio.channels.FileChannel: int write(java.nio.ByteBuffer)> -> _SINK_
<java.nio.channels.SocketChannel: boolean connect(java.net.SocketAddress)> -> _SINK_
<java.nio.channels.SocketChannel: int write(java.nio.ByteBuffer)> -> _SINK_
<java.nio.channels.SocketChannel: long write(java.nio.ByteBuffer[])> -> _SINK_
<java.nio.channels.SocketChannel: long write(java.nio.ByteBuffer[],int,int)> -> _SINK_
<java.nio.channels.WritableByteChannel: int write(java.nio.ByteBuffer)> -> _SINK_
<java.security.DigestOutputStream: void write(byte[],int,int)> -> _SINK_
<java.security.DigestOutputStream: void write(int)> -> _SINK_
<java.util.jar.JarVerifier$VerifierEntry: void write(byte[],int,int)> -> _SINK_
<java.util.jar.JarVerifier$VerifierEntry: void write(int)> -> _SINK_
<java.util.logging.FileHandler$MeasureOutputStream: void write(byte[],int,int)> -> _SINK_
<java.util.logging.FileHandler$MeasureOutputStream: void write(int)> -> _SINK_
<java.util.zip.CheckedOutputStream: void write(byte[],int,int)> -> _SINK_
<java.util.zip.CheckedOutputStream: void write(int)> -> _SINK_
<java.util.zip.Deflater: void setInput(byte[])> -> _SINK_
<java.util.zip.Deflater: void setInput(byte[],int,int)> -> _SINK_
<java.util.zip.DeflaterOutputStream: void write(byte[],int,int)> -> _SINK_
<java.util.zip.DeflaterOutputStream: void write(int)> -> _SINK_
<java.util.zip.GZIPOutputStream: void write(byte[],int,int)> -> _SINK_
<java.util.zip.GZIPOutputStream: void write(byte[])> -> _SINK_
<java.util.zip.Inflater: void setInput(byte[])> -> _SINK_
<java.util.zip.InflaterOutputStream: void write()> -> _SINK_
<java.util.zip.InflaterOutputStream: void write(byte[],int,int)> -> _SINK_
<java.util.zip.InflaterOutputStream: void write(int)> -> _SINK_
<java.util.zip.ZipOutputStream: void putNextEntry(java.util.zip.ZipEntry)> -> _SINK_
<java.util.zip.ZipOutputStream: void write(byte[],int,int)> -> _SINK_
<javax.crypto.CipherOutputStream: void write(byte[],int,int)> -> _SINK_
<javax.crypto.CipherOutputStream: void write(int)> -> _SINK_
<libcore.io.DiskLruCache$Editor$FaultHidingOutputStream: void write(byte[],int,int)> -> _SINK_
<libcore.io.DiskLruCache$Editor$FaultHidingOutputStream: void write(int)> -> _SINK_
<libcore.io.ForwardingOs: void setegid(int)> -> _SINK_
<libcore.io.ForwardingOs: void seteuid(int)> -> _SINK_
<libcore.io.ForwardingOs: void setgid(int)> -> _SINK_
<libcore.io.ForwardingOs: void setuid(int)> -> _SINK_
<libcore.io.Streams: byte[] readFullyNoClose(java.io.InputStream)> -> _SINK_
<libcore.io.Streams: int copy(java.io.InputStream,java.io.OutputStream)> -> _SINK_
<libcore.io.Streams: java.lang.String readFully(java.io.Reader)> -> _SINK_
<libcore.net.http.AbstractHttpOutputStream: void write(int)> -> _SINK_
<libcore.net.http.ChunkedOutputStream: void write(byte[],int,int)> -> _SINK_
<libcore.net.http.FixedLengthOutputStream: void write(byte[],int,int)> -> _SINK_
<libcore.net.http.HttpURLConnectionImpl: void setRequestProperty(java.lang.String,java.lang.String)> -> _SINK_
<libcore.net.http.HttpsURLConnectionImpl: void setReadTimeout(int)> -> _SINK_
<libcore.net.http.HttpsURLConnectionImpl: void setRequestMethod(java.lang.String)> -> _SINK_
<libcore.net.http.HttpsURLConnectionImpl: void setRequestProperty(java.lang.String,java.lang.String)> -> _SINK_
<libcore.net.http.RetryableOutputStream: void write(byte[],int,int)> -> _SINK_
<org.apache.commons.codec.binary.Base64OutputStream: void write(byte[],int,int)> -> _SINK_
<org.apache.commons.codec.binary.Base64OutputStream: void write(int)> -> _SINK_
<org.apache.commons.io.IOUtils: void write(byte[],java.io.OutputStream)> -> _SINK_
<org.apache.commons.io.IOUtils: void write(byte[],java.io.Writer)> -> _SINK_
<org.apache.commons.io.IOUtils: void write(byte[],java.io.Writer,java.lang.String)> -> _SINK_
<org.apache.commons.io.IOUtils: void write(byte[],java.io.Writer,java.nio.charset.Charset)> -> _SINK_
<org.apache.commons.io.IOUtils: void write(char[],java.io.OutputStream)> -> _SINK_
<org.apache.commons.io.IOUtils: void write(char[],java.io.OutputStream,java.lang.String)> -> _SINK_
<org.apache.commons.io.IOUtils: void write(char[],java.io.OutputStream,java.nio.charset.Charset)> -> _SINK_
<org.apache.commons.io.IOUtils: void write(char[],java.io.Writer)> -> _SINK_
<org.apache.commons.io.IOUtils: void write(java.lang.CharSequence,java.io.OutputStream)> -> _SINK_
<org.apache.commons.io.IOUtils: void write(java.lang.CharSequence,java.io.OutputStream,java.lang.String)> -> _SINK_
<org.apache.commons.io.IOUtils: void write(java.lang.CharSequence,java.io.OutputStream,java.nio.charset.Charset)> -> _SINK_
<org.apache.commons.io.IOUtils: void write(java.lang.CharSequence,java.io.Writer)> -> _SINK_
<org.apache.commons.io.IOUtils: void write(java.lang.String,java.io.OutputStream)> -> _SINK_
<org.apache.commons.io.IOUtils: void write(java.lang.String,java.io.OutputStream,java.lang.String)> -> _SINK_
<org.apache.commons.io.IOUtils: void write(java.lang.String,java.io.OutputStream,java.nio.charset.Charset)> -> _SINK_
<org.apache.commons.io.IOUtils: void write(java.lang.String,java.io.Writer)> -> _SINK_
<org.apache.commons.io.IOUtils: void write(java.lang.StringBuffer,java.io.OutputStream)> -> _SINK_
<org.apache.commons.io.IOUtils: void write(java.lang.StringBuffer,java.io.OutputStream,java.lang.String)> -> _SINK_
<org.apache.commons.io.IOUtils: void write(java.lang.StringBuffer,java.io.Writer)> -> _SINK_
<org.apache.commons.io.IOUtils: void writeLines(java.util.Collection,java.lang.String,java.io.OutputStream)> -> _SINK_
<org.apache.commons.io.IOUtils: void writeLines(java.util.Collection,java.lang.String,java.io.OutputStream,java.lang.String)> -> _SINK_
<org.apache.commons.io.IOUtils: void writeLines(java.util.Collection,java.lang.String,java.io.OutputStream,java.nio.charset.Charset)> -> _SINK_
<org.apache.commons.io.IOUtils: void writeLines(java.util.Collection,java.lang.String,java.io.Writer)> -> _SINK_
<org.apache.commons.io.output.BrokenOutputStream: void write(int)> -> _SINK_
<org.apache.commons.io.output.ByteArrayOutputStream: int write(java.io.InputStream)> -> _SINK_
<org.apache.commons.io.output.ByteArrayOutputStream: void write(byte[],int,int)> -> _SINK_
<org.apache.commons.io.output.ByteArrayOutputStream: void write(int)> -> _SINK_
<org.apache.commons.io.output.ByteArrayOutputStream: void writeTo(java.io.OutputStream)> -> _SINK_
<org.apache.commons.io.output.ClosedOutputStream: void write(int)> -> _SINK_
<org.apache.commons.io.output.FileWriterWithEncoding: void write(char[])> -> _SINK_
<org.apache.commons.io.output.FileWriterWithEncoding: void write(char[],int,int)> -> _SINK_
<org.apache.commons.io.output.FileWriterWithEncoding: void write(int)> -> _SINK_
<org.apache.commons.io.output.LockableFileWriter: void write(char[])> -> _SINK_
<org.apache.commons.io.output.NullOutputStream: void write(byte[])> -> _SINK_
<org.apache.commons.io.output.NullOutputStream: void write(byte[],int,int)> -> _SINK_
<org.apache.commons.io.output.NullOutputStream: void write(int)> -> _SINK_
<org.apache.commons.io.output.NullWriter: java.io.Writer append(char)> -> _SINK_
<org.apache.commons.io.output.NullWriter: java.io.Writer append(java.lang.CharSequence)> -> _SINK_
<org.apache.commons.io.output.NullWriter: java.io.Writer append(java.lang.CharSequence,int,int)> -> _SINK_
<org.apache.commons.io.output.NullWriter: java.lang.Appendable append(char)> -> _SINK_
<org.apache.commons.io.output.NullWriter: java.lang.Appendable append(java.lang.CharSequence)> -> _SINK_
<org.apache.commons.io.output.NullWriter: java.lang.Appendable append(java.lang.CharSequence,int,int)> -> _SINK_
<org.apache.commons.io.output.NullWriter: void write(char[])> -> _SINK_
<org.apache.commons.io.output.NullWriter: void write(char[],int,int)> -> _SINK_
<org.apache.commons.io.output.NullWriter: void write(int)> -> _SINK_
<org.apache.commons.io.output.NullWriter: void write(java.lang.String)> -> _SINK_
<org.apache.commons.io.output.NullWriter: void write(java.lang.String,int,int)> -> _SINK_
<org.apache.commons.io.output.ProxyOutputStream: void write(byte[])> -> _SINK_
<org.apache.commons.io.output.ProxyOutputStream: void write(byte[],int,int)> -> _SINK_
<org.apache.commons.io.output.ProxyOutputStream: void write(int)> -> _SINK_
<org.apache.commons.io.output.ProxyWriter: java.io.Writer append(char)> -> _SINK_
<org.apache.commons.io.output.ProxyWriter: java.io.Writer append(java.lang.CharSequence)> -> _SINK_
<org.apache.commons.io.output.ProxyWriter: java.io.Writer append(java.lang.CharSequence,int,int)> -> _SINK_
<org.apache.commons.io.output.ProxyWriter: java.lang.Appendable append(char)> -> _SINK_
<org.apache.commons.io.output.ProxyWriter: java.lang.Appendable append(java.lang.CharSequence)> -> _SINK_
<org.apache.commons.io.output.ProxyWriter: java.lang.Appendable append(java.lang.CharSequence,int,int)> -> _SINK_
<org.apache.commons.io.output.ProxyWriter: void write(char[])> -> _SINK_
<org.apache.commons.io.output.ProxyWriter: void write(char[],int,int)> -> _SINK_
<org.apache.commons.io.output.ProxyWriter: void write(int)> -> _SINK_
<org.apache.commons.io.output.ProxyWriter: void write(java.lang.String)> -> _SINK_
<org.apache.commons.io.output.ProxyWriter: void write(java.lang.String,int,int)> -> _SINK_
<org.apache.commons.io.output.StringBuilderWriter: java.io.Writer append(char)> -> _SINK_
<org.apache.commons.io.output.StringBuilderWriter: java.io.Writer append(java.lang.CharSequence)> -> _SINK_
<org.apache.commons.io.output.StringBuilderWriter: java.io.Writer append(java.lang.CharSequence,int,int)> -> _SINK_
<org.apache.commons.io.output.StringBuilderWriter: java.lang.Appendable append(char)> -> _SINK_
<org.apache.commons.io.output.StringBuilderWriter: java.lang.Appendable append(java.lang.CharSequence)> -> _SINK_
<org.apache.commons.io.output.StringBuilderWriter: java.lang.Appendable append(java.lang.CharSequence,int,int)> -> _SINK_
<org.apache.commons.io.output.StringBuilderWriter: void write(char[],int,int)> -> _SINK_
<org.apache.commons.io.output.StringBuilderWriter: void write(java.lang.String)> -> _SINK_
<org.apache.commons.io.output.ThresholdingOutputStream: void write(byte[])> -> _SINK_
<org.apache.commons.io.output.ThresholdingOutputStream: void write(byte[],int,int)> -> _SINK_
<org.apache.commons.io.output.ThresholdingOutputStream: void write(int)> -> _SINK_
<org.apache.commons.io.output.WriterOutputStream: void write(byte[])> -> _SINK_
<org.apache.commons.io.output.WriterOutputStream: void write(byte[],int,int)> -> _SINK_
<org.apache.commons.io.output.WriterOutputStream: void write(int)> -> _SINK_
<org.apache.commons.io.output.XmlStreamWriter: void write(char[],int,int)> -> _SINK_
<org.apache.commons.net.io.DotTerminatedMessageWriter: void write(char[])> -> _SINK_
<org.apache.commons.net.io.DotTerminatedMessageWriter: void write(char[],int,int)> -> _SINK_
<org.apache.commons.net.io.DotTerminatedMessageWriter: void write(int)> -> _SINK_
<org.apache.commons.net.io.DotTerminatedMessageWriter: void write(java.lang.String)> -> _SINK_
<org.apache.commons.net.io.DotTerminatedMessageWriter: void write(java.lang.String,int,int)> -> _SINK_
<org.apache.commons.net.io.FromNetASCIIOutputStream: void write(byte[])> -> _SINK_
<org.apache.commons.net.io.FromNetASCIIOutputStream: void write(byte[],int,int)> -> _SINK_
<org.apache.commons.net.io.FromNetASCIIOutputStream: void write(int)> -> _SINK_
<org.apache.commons.net.io.SocketOutputStream: void write(byte[],int,int)> -> _SINK_
<org.apache.commons.net.io.ToNetASCIIOutputStream: void write(byte[])> -> _SINK_
<org.apache.commons.net.io.ToNetASCIIOutputStream: void write(byte[],int,int)> -> _SINK_
<org.apache.commons.net.io.ToNetASCIIOutputStream: void write(int)> -> _SINK_
<org.apache.commons.net.smtp.SMTP: int data()> -> _SINK_
<org.apache.commons.net.smtp.SMTP: int expn(java.lang.String)> -> _SINK_
<org.apache.commons.net.smtp.SMTP: int getReply()> -> _SINK_
<org.apache.commons.net.smtp.SMTP: int helo(java.lang.String)> -> _SINK_
<org.apache.commons.net.smtp.SMTP: int help()> -> _SINK_
<org.apache.commons.net.smtp.SMTP: int help(java.lang.String)> -> _SINK_
<org.apache.commons.net.smtp.SMTP: int mail(java.lang.String)> -> _SINK_
<org.apache.commons.net.smtp.SMTP: int noop()> -> _SINK_
<org.apache.commons.net.smtp.SMTP: int quit()> -> _SINK_
<org.apache.commons.net.smtp.SMTP: int rcpt(java.lang.String)> -> _SINK_
<org.apache.commons.net.smtp.SMTP: int rset()> -> _SINK_
<org.apache.commons.net.smtp.SMTP: int saml(java.lang.String)> -> _SINK_
<org.apache.commons.net.smtp.SMTP: int send(java.lang.String)> -> _SINK_
<org.apache.commons.net.smtp.SMTP: int sendCommand(int)> -> _SINK_
<org.apache.commons.net.smtp.SMTP: int sendCommand(int,java.lang.String)> -> _SINK_
<org.apache.commons.net.smtp.SMTP: int sendCommand(java.lang.String)> -> _SINK_
<org.apache.commons.net.smtp.SMTP: int sendCommand(java.lang.String,java.lang.String)> -> _SINK_
<org.apache.commons.net.smtp.SMTP: int soml(java.lang.String)> -> _SINK_
<org.apache.commons.net.smtp.SMTP: int turn()> -> _SINK_
<org.apache.commons.net.smtp.SMTP: int vrfy(java.lang.String)> -> _SINK_
<org.apache.commons.net.smtp.SMTP: java.lang.String[] getReplyStrings()> -> _SINK_
<org.apache.commons.net.smtp.SMTPClient: boolean login()> -> _SINK_
<org.apache.commons.net.smtp.SMTPClient: boolean login(java.lang.String)> -> _SINK_
<org.apache.commons.net.smtp.SMTPClient: boolean reset()> -> _SINK_
<org.apache.commons.net.smtp.SMTPClient: boolean sendNoOp()> -> _SINK_
<org.apache.commons.net.smtp.SMTPClient: boolean sendShortMessageData(java.lang.String)> -> _SINK_
<org.apache.commons.net.smtp.SMTPClient: boolean sendSimpleMessage(java.lang.String,java.lang.String,java.lang.String)> -> _SINK_
<org.apache.commons.net.smtp.SMTPClient: boolean sendSimpleMessage(java.lang.String,java.lang.String[],java.lang.String)> -> _SINK_
<org.apache.commons.net.smtp.SMTPClient: boolean verify(java.lang.String)> -> _SINK_
<org.apache.commons.net.smtp.SMTPClient: java.io.Writer sendMessageData()> -> _SINK_
<org.apache.commons.net.smtp.SMTPClient: java.lang.String listHelp()> -> _SINK_
<org.apache.commons.net.smtp.SMTPClient: java.lang.String listHelp(java.lang.String)> -> _SINK_
<org.apache.commons.net.telnet.TelnetOutputStream: void write(byte[])> -> _SINK_
<org.apache.commons.net.telnet.TelnetOutputStream: void write(byte[],int,int)> -> _SINK_
<org.apache.commons.net.telnet.TelnetOutputStream: void write(int)> -> _SINK_
<org.apache.harmony.javax.security.auth.Subject$SecureSet: void writeObject(java.io.ObjectOutputStream)> -> _SINK_
<org.apache.harmony.xnet.provider.jsse.Logger$Stream: void print(byte[])> -> _SINK_
<org.apache.harmony.xnet.provider.jsse.Logger$Stream: void print(byte[],int,int)> -> _SINK_
<org.apache.harmony.xnet.provider.jsse.Logger$Stream: void print(java.lang.String)> -> _SINK_
<org.apache.harmony.xnet.provider.jsse.Logger$Stream: void println(java.lang.String)> -> _SINK_
<org.apache.harmony.xnet.provider.jsse.OpenSSLSocketImpl$SSLOutputStream: void write(byte[],int,int)> -> _SINK_
<org.apache.harmony.xnet.provider.jsse.OpenSSLSocketImpl$SSLOutputStream: void write(int)> -> _SINK_
<org.apache.harmony.xnet.provider.jsse.OpenSSLSocketImpl: void setSoTimeout(int)> -> _SINK_
<org.apache.harmony.xnet.provider.jsse.OpenSSLSocketImplWrapper: void setSoTimeout(int)> -> _SINK_
<org.apache.harmony.xnet.provider.jsse.OpenSSLSocketImplWrapper: void setTcpNoDelay(boolean)> -> _SINK_
<org.apache.harmony.xnet.provider.jsse.SSLSocketOutputStream: void write(byte[],int,int)> -> _SINK_
<org.apache.harmony.xnet.provider.jsse.SSLSocketOutputStream: void write(int)> -> _SINK_
<org.apache.harmony.xnet.provider.jsse.SSLSocketWrapper: void setSoTimeout(int)> -> _SINK_
<org.apache.harmony.xnet.provider.jsse.SSLSocketWrapper: void setTcpNoDelay(boolean)> -> _SINK_
<org.apache.http.client.HttpClient: java.lang.Object execute(org.apache.http.HttpHost,org.apache.http.HttpRequest,org.apache.http.client.ResponseHandler)> -> _SINK_
<org.apache.http.client.HttpClient: java.lang.Object execute(org.apache.http.HttpHost,org.apache.http.HttpRequest,org.apache.http.client.ResponseHandler,org.apache.http.protocol.HttpContext)> -> _SINK_
<org.apache.http.client.HttpClient: java.lang.Object execute(org.apache.http.client.methods.HttpUriRequest,org.apache.http.client.ResponseHandler)> -> _SINK_
<org.apache.http.client.HttpClient: java.lang.Object execute(org.apache.http.client.methods.HttpUriRequest,org.apache.http.client.ResponseHandler,org.apache.http.protocol.HttpContext)> -> _SINK_
<org.apache.http.client.HttpClient: org.apache.http.HttpResponse execute(org.apache.http.HttpHost,org.apache.http.HttpRequest)> -> _SINK_
<org.apache.http.client.HttpClient: org.apache.http.HttpResponse execute(org.apache.http.HttpHost,org.apache.http.HttpRequest,org.apache.http.protocol.HttpContext)> -> _SINK_
<org.apache.http.client.HttpClient: org.apache.http.HttpResponse execute(org.apache.http.client.methods.HttpUriRequest)> -> _SINK_
<org.apache.http.client.HttpClient: org.apache.http.HttpResponse execute(org.apache.http.client.methods.HttpUriRequest,org.apache.http.protocol.HttpContext)> -> _SINK_
<org.apache.http.client.methods.HttpEntityEnclosingRequestBase: void setEntity(org.apache.http.HttpEntity)> -> _SINK_
<org.apache.http.client.methods.HttpGet: void setURI(java.net.URI)> -> _SINK_
<org.apache.http.client.methods.HttpPost: void setURI(java.net.URI)> -> _SINK_
<org.apache.http.entity.AbstractHttpEntity: void setContentType(java.lang.String)> -> _SINK_
<org.apache.http.entity.AbstractHttpEntity: void setContentType(org.apache.http.Header)> -> _SINK_
<org.apache.http.entity.StringEntity: void writeTo(java.io.OutputStream)> -> _SINK_
<org.apache.http.impl.client.AbstractHttpClient: java.lang.Object execute(org.apache.http.HttpHost,org.apache.http.HttpRequest,org.apache.http.client.ResponseHandler)> -> _SINK_
<org.apache.http.impl.client.AbstractHttpClient: java.lang.Object execute(org.apache.http.HttpHost,org.apache.http.HttpRequest,org.apache.http.client.ResponseHandler,org.apache.http.protocol.HttpContext)> -> _SINK_
<org.apache.http.impl.client.AbstractHttpClient: java.lang.Object execute(org.apache.http.client.methods.HttpUriRequest,org.apache.http.client.ResponseHandler)> -> _SINK_
<org.apache.http.impl.client.AbstractHttpClient: java.lang.Object execute(org.apache.http.client.methods.HttpUriRequest,org.apache.http.client.ResponseHandler,org.apache.http.protocol.HttpContext)> -> _SINK_
<org.apache.http.impl.client.AbstractHttpClient: org.apache.http.HttpResponse execute(org.apache.http.HttpHost,org.apache.http.HttpRequest)> -> _SINK_
<org.apache.http.impl.client.AbstractHttpClient: org.apache.http.HttpResponse execute(org.apache.http.HttpHost,org.apache.http.HttpRequest,org.apache.http.protocol.HttpContext)> -> _SINK_
<org.apache.http.impl.client.AbstractHttpClient: org.apache.http.HttpResponse execute(org.apache.http.client.methods.HttpUriRequest)> -> _SINK_
<org.apache.http.impl.client.AbstractHttpClient: org.apache.http.HttpResponse execute(org.apache.http.client.methods.HttpUriRequest,org.apache.http.protocol.HttpContext)> -> _SINK_
<org.apache.http.impl.client.ClientParamsStack: org.apache.http.params.HttpParams setParameter(java.lang.String,java.lang.Object)> -> _SINK_
<org.apache.http.impl.client.DefaultHttpClient: org.apache.http.HttpResponse execute(org.apache.http.client.methods.HttpUriRequest)> -> _SINK_
<org.apache.http.impl.client.EntityEnclosingRequestWrapper: void setEntity(org.apache.http.HttpEntity)> -> _SINK_
<org.apache.http.impl.io.ChunkedOutputStream: void write(byte[])> -> _SINK_
<org.apache.http.impl.io.ChunkedOutputStream: void write(byte[],int,int)> -> _SINK_
<org.apache.http.impl.io.ChunkedOutputStream: void write(int)> -> _SINK_
<org.apache.http.impl.io.ContentLengthOutputStream: void write(byte[])> -> _SINK_
<org.apache.http.impl.io.ContentLengthOutputStream: void write(byte[],int,int)> -> _SINK_
<org.apache.http.impl.io.ContentLengthOutputStream: void write(int)> -> _SINK_
<org.apache.http.impl.io.IdentityOutputStream: void write(byte[])> -> _SINK_
<org.apache.http.impl.io.IdentityOutputStream: void write(byte[],int,int)> -> _SINK_
<org.apache.http.impl.io.IdentityOutputStream: void write(int)> -> _SINK_
<org.apache.http.message.AbstractHttpMessage: void addHeader(java.lang.String,java.lang.String)> -> _SINK_
<org.apache.http.message.AbstractHttpMessage: void addHeader(org.apache.http.Header)> -> _SINK_
<org.apache.http.message.BasicHttpEntityEnclosingRequest: void setEntity(org.apache.http.HttpEntity)> -> _SINK_
<org.apache.http.params.BasicHttpParams: org.apache.http.params.HttpParams setParameter(java.lang.String,java.lang.Object)> -> _SINK_
<org.apache.http.params.DefaultedHttpParams: org.apache.http.params.HttpParams setParameter(java.lang.String,java.lang.Object)> -> _SINK_
<org.bouncycastle.asn1.DEROutputStream: void write(byte[])> -> _SINK_
<org.bouncycastle.asn1.DEROutputStream: void write(byte[],int,int)> -> _SINK_
